structureid,annual_electricity_generation_k,first_year_bill_savings,system_size,payback_period,annual_ghg_reduction_kg,roof_size800k,system_cost
192 Aldercrest Rd Structure 1,3989,624,3.468695652,10,279,29,10400
194 Aldercrest Rd Structure 1,5276,826,4.587826087,10,369,37,13800
194 Aldercrest Rd Structure 2,1295,203,1.126086957,10,91,10,3400
196 Aldercrest Rd Structure 1,6274,982,5.455652174,9,439,43,14700
196 Aldercrest Rd Structure 2,1342,210,1.166956522,10,94,9,3500
198 Aldercrest Rd Structure 1,3570,559,3.104347826,10,250,26,9300
200 Aldercrest Rd Structure 1,4142,648,3.60173913,10,290,31,10800
202 Aldercrest Rd Structure 1,4973,778,4.324347826,10,348,36,13000
202 Aldercrest Rd Structure 2,1785,279,1.552173913,10,125,12,4700
211 Aldercrest Rd Structure 1,2510,393,2.182608696,10,176,19,6500
209 Aldercrest Rd Structure 1,4503,705,3.915652174,10,315,33,11700
213 Aldercrest Rd Structure 2,3438,538,2.989565217,10,241,28,9000
215 Aldercrest Rd Structure 1,5300,829,4.608695652,10,371,42,13800
215 Aldercrest Rd Structure 2,2788,436,2.424347826,10,195,21,7300
214 Aldercrest Rd Structure 1,2271,355,1.974782609,10,159,17,5900
216 Aldercrest Rd Structure 1,2634,412,2.290434783,10,184,20,6900
212 Aldercrest Rd Structure 1,6253,979,5.437391304,9,438,45,14700
208 Aldercrest Rd Structure 1,1400,219,1.217391304,10,98,9,3700
208 Aldercrest Rd Structure 2,3599,563,3.129565217,10,252,25,9400
206 Aldercrest Rd Structure 1,5831,913,5.070434783,9,408,41,13700
209 Alderbrae Ave Structure 1,2579,404,2.242608696,10,181,20,6700
218 Aldercrest Rd Structure 1,4683,733,4.072173913,10,328,33,12200
215 Alderbrae Ave Structure 1,2385,373,2.073913043,10,167,19,6200
219 Alderbrae Ave Structure 1,3128,490,2.72,10,219,27,8200
217 Alderbrae Ave Structure 1,1876,294,1.631304348,10,131,16,4900
216 Alderbrae Ave Structure 1,2713,425,2.359130435,10,190,22,7100
214 Alderbrae Ave Structure 1,4451,697,3.870434783,10,312,32,11600
213 Alderbrae Ave Structure 1,2527,395,2.197391304,10,177,20,6600
211 Alderbrae Ave Structure 1,3192,500,2.775652174,10,223,26,8300
205 Alderbrae Ave Structure 1,2553,400,2.22,10,179,20,6700
207 Alderbrae Ave Structure 1,2054,321,1.786086957,10,144,17,5400
212 Alderbrae Ave Structure 2,1665,261,1.447826087,10,117,13,4300
210 Alderbrae Ave Structure 1,4547,712,3.953913043,10,318,34,11900
208 Alderbrae Ave Structure 1,3667,574,3.188695652,10,257,27,9600
206 Alderbrae Ave Structure 1,5698,892,4.954782609,10,399,39,14900
204 Alderbrae Ave Structure 1,5826,912,5.066086957,9,408,41,13700
202 Alderbrae Ave Structure 1,5364,839,4.664347826,10,375,37,14000
197 Alderbrae Ave Structure 1,2772,434,2.410434783,10,194,22,7200
199 Alderbrae Ave Structure 1,3336,522,2.900869565,10,234,27,8700
203 Alderbrae Ave Structure 1,2429,380,2.112173913,10,170,19,6300
201 Alderbrae Ave Structure 1,3843,601,3.34173913,10,269,30,10000
193 Alderbrae Ave Structure 1,4740,742,4.12173913,10,332,36,12400
191 Alderbrae Ave Structure 1,3160,495,2.747826087,10,221,25,8200
189 Alderbrae Ave Structure 1,3791,593,3.296521739,10,265,27,9900
194 Alderbrae Ave Structure 1,4579,717,3.98173913,10,321,32,11900
194 Alderbrae Ave Structure 2,2223,348,1.933043478,10,156,16,5800
198 Alderbrae Ave Structure 1,5105,799,4.439130435,10,357,37,13300
198 Alderbrae Ave Structure 2,2344,367,2.03826087,10,164,16,6100
200 Alderbrae Ave Structure 1,5330,834,4.634782609,10,373,38,13900
200 Alderbrae Ave Structure 2,1544,242,1.342608696,10,108,10,4000
191 Hallmark Ave Structure 1,5412,847,4.706086957,10,379,40,14100
191 Hallmark Ave Structure 2,1300,203,1.130434783,10,91,11,3400
196 Alderbrae Ave Structure 1,5132,803,4.462608696,10,359,36,13400
196 Alderbrae Ave Structure 2,2838,444,2.467826087,10,199,21,7400
190 Alderbrae Ave Structure 1,3187,499,2.771304348,10,223,25,8300
448 Rimilton Ave Structure 2,3254,509,2.829565217,10,228,24,8500
189 Hallmark Ave Structure 1,4566,715,3.970434783,10,320,31,11900
187 Hallmark Ave Structure 1,5260,823,4.573913043,10,368,38,13700
187 Hallmark Ave Structure 2,1912,299,1.662608696,10,134,15,5000
452 Rimilton Ave Structure 1,4008,627,3.485217391,10,281,32,10500
452 Rimilton Ave Structure 2,1537,241,1.336521739,10,108,12,4000
441 Rimilton Ave Structure 1,2251,352,1.957391304,10,158,19,5900
438 Rimilton Ave Structure 1,3428,536,2.980869565,10,240,29,8900
438 Rimilton Ave Structure 2,2286,358,1.987826087,10,160,18,6000
436 Rimilton Ave Structure 1,4051,634,3.522608696,10,284,34,10600
437 Rimilton Ave Structure 2,2531,396,2.200869565,10,177,19,6600
433 Rimilton Ave Structure 1,2769,433,2.407826087,10,194,21,7200
429 Rimilton Ave Structure 2,3076,481,2.674782609,10,215,23,8000
432 Rimilton Ave Structure 1,6262,980,5.445217391,9,438,53,14700
434 Rimilton Ave Structure 1,4932,772,4.288695652,10,345,42,12900
188 Aldercrest Rd Structure 1,4505,705,3.917391304,10,315,32,11800
190 Aldercrest Rd Structure 1,5210,815,4.530434783,10,365,37,13600
430 Rimilton Ave Structure 1,6010,941,5.226086957,9,421,49,14100
430 Rimilton Ave Structure 2,1719,269,1.494782609,10,120,14,4500
186 Aldercrest Rd Structure 1,5514,863,4.794782609,10,386,40,14400
426 Rimilton Ave Structure 1,3876,607,3.370434783,10,271,32,10100
428 Rimilton Ave Structure 1,3522,551,3.062608696,10,247,30,9200
422 Rimilton Ave Structure 1,5118,801,4.450434783,10,358,43,13400
422 Rimilton Ave Structure 2,2017,316,1.753913043,10,141,16,5300
189 Aldercrest Rd Structure 1,4782,748,4.15826087,10,335,37,12500
189 Aldercrest Rd Structure 2,2321,363,2.01826087,10,162,19,6100
418 Rimilton Ave Structure 1,6092,953,5.297391304,9,426,48,14300
418 Rimilton Ave Structure 2,1663,260,1.446086957,10,116,13,4300
427 Rimilton Ave Structure 1,4200,657,3.652173913,10,294,31,11000
427 Rimilton Ave Structure 2,3616,566,3.144347826,10,253,27,9400
425B Rimilton Ave Structure 1,5040,789,4.382608696,10,353,44,13100
173 Aldercrest Rd Structure 1,4768,746,4.146086957,10,334,33,12400
168 Aldercrest Rd Structure 1,3562,557,3.097391304,10,249,28,9300
176 Aldercrest Rd Structure 2,3546,555,3.083478261,10,248,24,9300
178 Aldercrest Rd Structure 1,2928,458,2.546086957,10,205,20,7600
178 Aldercrest Rd Structure 2,2366,370,2.057391304,10,166,18,6200
175 Alderbrae Ave Structure 2,2190,343,1.904347826,10,153,16,5700
173 Alderbrae Ave Structure 1,6017,942,5.232173913,9,421,43,14100
171 Alderbrae Ave Structure 1,4729,740,4.112173913,10,331,36,12300
169 Alderbrae Ave Structure 1,4278,670,3.72,10,299,33,11200
167 Alderbrae Ave Structure 1,4555,713,3.960869565,10,319,35,11900
167 Alderbrae Ave Structure 2,3473,544,3.02,10,243,26,9100
165 Alderbrae Ave Structure 1,4928,771,4.285217391,10,345,36,12900
168 Alderbrae Ave Structure 2,3677,575,3.197391304,10,257,26,9600
168A Alderbrae Ave Structure 1,5760,901,5.008695652,9,403,44,13500
168A Alderbrae Ave Structure 2,5613,878,4.880869565,10,393,40,14600
166 Alderbrae Ave Structure 2,1610,252,1.4,10,113,11,4200
158 Alderbrae Ave Structure 1,6176,967,5.370434783,9,432,46,14500
158 Alderbrae Ave Structure 2,2889,452,2.512173913,10,202,20,7500
160 Alderbrae Ave Structure 1,3877,607,3.371304348,10,271,31,10100
163 Alderbrae Ave Structure 1,4594,719,3.994782609,10,322,33,12000
159 Alderbrae Ave Structure 1,2597,406,2.25826087,10,182,21,6800
161 Alderbrae Ave Structure 1,4759,745,4.13826087,10,333,36,12400
162 Aldercrest Rd Structure 1,5807,909,5.049565217,9,406,46,13600
154 Aldercrest Rd Structure 2,4041,632,3.513913043,10,283,30,10500
157 Alderbrae Ave Structure 1,4326,677,3.76173913,10,303,33,11300
155 Alderbrae Ave Structure 1,3650,571,3.173913043,10,256,31,9500
148 Aldercrest Rd Structure 1,3302,517,2.871304348,10,231,26,8600
456B Horner Ave Structure 1,5375,841,4.673913043,10,376,37,14000
456A Horner Ave Structure 1,4849,759,4.216521739,10,339,32,12600
452A Horner Ave Structure 1,4248,665,3.693913043,10,297,27,11100
452B Horner Ave Structure 1,4216,660,3.666086957,10,295,27,11000
450B Horner Ave Structure 1,4408,690,3.833043478,10,309,28,11500
454A Horner Ave Structure 1,4121,645,3.583478261,10,288,26,10800
454B Horner Ave Structure 1,4305,674,3.743478261,10,301,28,11200
450A Horner Ave Structure 1,5682,889,4.940869565,10,398,42,14800
150 Alderbrae Ave Structure 2,3146,492,2.735652174,10,220,23,8200
154 Alderbrae Ave Structure 2,4313,675,3.750434783,10,302,36,11300
156 Alderbrae Ave Structure 2,5643,883,4.906956522,10,395,41,14700
159 Hallmark Ave Structure 2,3231,506,2.809565217,10,226,23,8400
157 Hallmark Ave Structure 1,4689,734,4.077391304,10,328,33,12200
161 Hallmark Ave Structure 2,4033,631,3.506956522,10,282,28,10500
155 Hallmark Ave Structure 1,5621,880,4.887826087,10,393,41,14700
155 Hallmark Ave Structure 2,3235,506,2.813043478,10,226,25,8400
153A Hallmark Ave Structure 1,3732,584,3.245217391,10,261,29,9700
153A Hallmark Ave Structure 2,2125,333,1.847826087,10,149,15,5500
150 Hallmark Ave Structure 1,4480,701,3.895652174,10,314,34,11700
150 Hallmark Ave Structure 2,2849,446,2.477391304,10,199,22,7400
470 Horner Ave Structure 2,4456,697,3.874782609,10,312,32,11600
6 Alcan Ave Structure 1,1934,303,1.68173913,10,135,17,5000
80 Brown's Line Structure 1,2923,457,2.54173913,10,205,25,7600
152 Hallmark Ave Structure 2,1955,306,1.7,10,137,14,5100
154 Hallmark Ave Structure 1,4867,762,4.232173913,10,341,34,12700
154 Hallmark Ave Structure 2,1923,301,1.672173913,10,135,15,5000
158 Hallmark Ave Structure 1,5175,810,4.5,10,362,39,13500
160 Hallmark Ave Structure 1,5831,913,5.070434783,9,408,42,13700
160 Hallmark Ave Structure 2,2265,354,1.969565217,10,159,16,5900
162 Hallmark Ave Structure 1,6157,964,5.353913043,9,431,42,14500
162 Hallmark Ave Structure 2,2656,416,2.309565217,10,186,19,6900
173B Hallmark Ave Structure 1,4349,681,3.78173913,10,304,30,11300
169A Hallmark Ave Structure 1,3645,570,3.169565217,10,255,30,9500
169A Hallmark Ave Structure 2,2255,353,1.960869565,10,158,16,5900
167A Hallmark Ave Structure 1,3556,557,3.092173913,10,249,25,9300
165 Hallmark Ave Structure 2,1435,225,1.247826087,10,100,10,3700
172 Alderbrae Ave Structure 2,2282,357,1.984347826,10,160,15,6000
447 Rimilton Ave Structure 2,2162,338,1.88,10,151,16,5600
445 Rimilton Ave Structure 2,2026,317,1.76173913,10,142,16,5300
449 Rimilton Ave Structure 2,2723,426,2.367826087,10,191,20,7100
175 Hallmark Ave Structure 1,4201,657,3.653043478,10,294,29,11000
179 Hallmark Ave Structure 1,1626,254,1.413913043,10,114,13,4200
181 Hallmark Ave Structure 1,5098,798,4.433043478,10,357,41,13300
155 Sheldon Ave Structure 1,6145,962,5.343478261,9,430,48,14400
155 Sheldon Ave Structure 2,2024,317,1.76,10,142,16,5300
153 Sheldon Ave Structure 2,3361,526,2.922608696,10,235,24,8800
151 Sheldon Ave Structure 2,3776,591,3.283478261,10,264,27,9900
157 Sheldon Ave Structure 1,3545,555,3.082608696,10,248,28,9200
158 Sheldon Ave Structure 1,3937,616,3.423478261,10,276,30,10300
154A Sheldon Ave Structure 1,4117,644,3.58,10,288,32,10700
150 Sheldon Ave Structure 1,6104,955,5.307826087,9,427,44,14300
216 Brown's Line Structure 2,2538,311,2.206956522,12,178,18,6600
12 Jellicoe Ave Structure 2,3605,564,3.134782609,10,252,28,9400
2 Jellicoe Ave Structure 1,4222,661,3.671304348,10,296,35,11000
204 Brown's Line Structure 1,4571,560,3.974782609,12,320,34,11900
138 Brown's Line Structure 2,4097,641,3.562608696,10,287,31,10700
3 Dover Dr Structure 1,5970,934,5.191304348,9,418,41,14000
3 Dover Dr Structure 2,4339,679,3.773043478,10,304,36,11300
88 Brown's Line Structure 1,2100,329,1.826086957,10,147,17,5500
8 Alcan Ave Structure 1,4395,688,3.82173913,10,308,38,11500
10 Alcan Ave Structure 2,4897,766,4.25826087,10,343,39,12800
12 Alcan Ave Structure 1,4379,685,3.807826087,10,307,37,11400
12 Alcan Ave Structure 2,3563,558,3.09826087,10,249,27,9300
16 Alcan Ave Structure 2,1895,297,1.647826087,10,133,15,4900
16A Alcan Ave Structure 2,3369,527,2.929565217,10,236,28,8800
18 Alcan Ave Structure 2,2884,451,2.507826087,10,202,24,7500
18A Alcan Ave Structure 2,2473,387,2.150434783,10,173,20,6500
31 Lloyd George Ave Structure 2,2273,356,1.976521739,10,159,18,5900
12 Dover Dr Structure 2,2541,398,2.209565217,10,178,20,6600
10 Dover Dr Structure 2,5121,801,4.453043478,10,358,38,13400
11 Jellicoe Ave Structure 1,4048,634,3.52,10,283,32,10600
8 Owen Dr Structure 2,2696,422,2.344347826,10,189,20,7000
10 Owen Dr Structure 2,2184,342,1.899130435,10,153,16,5700
14 Jellicoe Ave Structure 2,1784,279,1.551304348,10,125,15,4700
15 Jellicoe Ave Structure 2,2022,316,1.75826087,10,142,18,5300
23 Dover Dr Structure 1,6191,969,5.383478261,9,433,44,14500
51 Lloyd George Ave Structure 2,1657,259,1.440869565,10,116,13,4300
22 Jellicoe Ave Structure 2,5748,900,4.99826087,10,402,42,15000
14 Owen Dr Structure 2,5885,921,5.117391304,9,412,46,13800
12 Owen Dr Structure 2,2066,323,1.796521739,10,145,14,5400
15B Owen Dr Structure 1,4274,669,3.716521739,10,299,36,11100
16 Owen Dr Structure 2,3961,620,3.444347826,10,277,30,10300
9 Lunness Rd Structure 1,5214,816,4.533913043,10,365,40,13600
9 Lunness Rd Structure 2,3487,546,3.032173913,10,244,26,9100
11 Lunness Rd Structure 1,2399,375,2.086086957,10,168,20,6300
11 Lunness Rd Structure 2,1465,229,1.273913043,10,103,12,3800
15 Lunness Rd Structure 1,5021,786,4.366086957,10,351,38,13100
15 Lunness Rd Structure 2,1834,287,1.594782609,10,128,13,4800
21 Lunness Rd Structure 2,3301,517,2.870434783,10,231,26,8600
172A Sheldon Ave Structure 2,2169,339,1.886086957,10,152,18,5700
23A Lunness Rd Structure 1,2175,340,1.891304348,10,152,20,5700
479 Rimilton Ave Structure 2,3979,623,3.46,10,279,29,10400
476 Rimilton Ave Structure 1,5158,807,4.485217391,10,361,39,13500
476 Rimilton Ave Structure 2,2220,347,1.930434783,10,155,19,5800
474 Rimilton Ave Structure 1,3689,577,3.207826087,10,258,32,9600
474 Rimilton Ave Structure 2,2238,350,1.946086957,10,157,16,5800
477 Rimilton Ave Structure 2,2313,362,2.011304348,10,162,18,6000
473 Rimilton Ave Structure 1,4718,738,4.102608696,10,330,37,12300
471 Rimilton Ave Structure 1,2176,341,1.892173913,10,152,19,5700
472 Rimilton Ave Structure 1,2340,366,2.034782609,10,164,18,6100
470 Rimilton Ave Structure 1,3208,502,2.789565217,10,225,28,8400
468 Rimilton Ave Structure 1,1616,253,1.405217391,10,113,14,4200
468 Rimilton Ave Structure 2,1179,185,1.025217391,10,83,10,3100
469 Rimilton Ave Structure 1,4165,652,3.62173913,10,292,33,10900
177 Sheldon Ave Structure 1,2572,403,2.236521739,10,180,21,6700
177 Sheldon Ave Structure 2,1282,201,1.114782609,10,90,10,3300
172 Sheldon Ave Structure 1,5389,843,4.686086957,10,377,37,14100
166 Sheldon Ave Structure 1,5805,908,5.047826087,9,406,46,13600
168 Sheldon Ave Structure 1,4305,674,3.743478261,10,301,35,11200
164 Sheldon Ave Structure 1,4038,632,3.511304348,10,283,32,10500
167 Sheldon Ave Structure 2,4139,648,3.599130435,10,290,30,10800
169 Sheldon Ave Structure 1,4999,782,4.346956522,10,350,37,13000
169 Sheldon Ave Structure 2,1883,295,1.637391304,10,132,12,4900
163 Sheldon Ave Structure 1,3555,556,3.091304348,10,249,27,9300
163 Sheldon Ave Structure 2,2752,431,2.393043478,10,193,22,7200
161 Sheldon Ave Structure 2,1273,199,1.106956522,10,89,11,3300
159A Sheldon Ave Structure 1,3690,577,3.208695652,10,258,28,9600
166 Hallmark Ave Structure 2,2898,454,2.52,10,203,18,7600
172 Hallmark Ave Structure 1,4001,626,3.479130435,10,280,32,10400
457 Rimilton Ave Structure 1,2736,428,2.379130435,10,192,23,7100
459 Rimilton Ave Structure 1,4295,672,3.734782609,10,301,34,11200
461 Rimilton Ave Structure 1,4950,775,4.304347826,10,347,38,12900
467 Rimilton Ave Structure 2,1450,227,1.260869565,10,102,12,3800
464 Rimilton Ave Structure 2,2373,371,2.063478261,10,166,18,6200
458 Rimilton Ave Structure 1,4460,698,3.87826087,10,312,36,11600
203 Hallmark Ave Structure 1,4929,771,4.286086957,10,345,34,12900
203 Hallmark Ave Structure 2,1154,181,1.003478261,10,81,8,3000
201 Hallmark Ave Structure 1,5174,810,4.499130435,10,362,36,13500
199 Hallmark Ave Structure 1,5369,840,4.668695652,10,376,36,14000
193 Hallmark Ave Structure 1,4261,667,3.705217391,10,298,30,11100
193 Hallmark Ave Structure 2,1575,246,1.369565217,10,110,12,4100
195 Hallmark Ave Structure 1,5750,900,5,10,403,41,15000
197 Hallmark Ave Structure 1,5831,913,5.070434783,9,408,40,13700
215 Hallmark Ave Structure 1,3404,533,2.96,10,238,28,8900
215 Hallmark Ave Structure 2,1315,206,1.143478261,10,92,11,3400
205 Hallmark Ave Structure 1,5606,877,4.874782609,10,392,40,14600
205 Hallmark Ave Structure 2,1888,295,1.64173913,10,132,14,4900
218 Alderbrae Ave Structure 1,2242,351,1.949565217,10,157,19,5800
217 Hallmark Ave Structure 1,3211,503,2.792173913,10,225,26,8400
217 Hallmark Ave Structure 2,1753,274,1.524347826,10,123,12,4600
207 Hallmark Ave Structure 1,5003,783,4.350434783,10,350,36,13100
209 Hallmark Ave Structure 1,2837,444,2.466956522,10,199,23,7400
211 Hallmark Ave Structure 1,2915,456,2.534782609,10,204,23,7600
213 Hallmark Ave Structure 1,2196,344,1.909565217,10,154,18,5700
451 Valermo Dr Structure 1,1437,225,1.249565217,10,101,12,3700
451 Valermo Dr Structure 2,1742,273,1.514782609,10,122,15,4500
453 Valermo Dr Structure 1,4745,743,4.126086957,10,332,40,12400
453 Valermo Dr Structure 2,1571,246,1.366086957,10,110,13,4100
210 Hallmark Ave Structure 1,4002,626,3.48,10,280,30,10400
208 Hallmark Ave Structure 1,3853,603,3.350434783,10,270,29,10100
208 Hallmark Ave Structure 2,1410,221,1.226086957,10,99,10,3700
206 Hallmark Ave Structure 1,5195,813,4.517391304,10,364,38,13600
206 Hallmark Ave Structure 2,1462,229,1.271304348,10,102,11,3800
204 Hallmark Ave Structure 1,4719,739,4.103478261,10,330,35,12300
202 Hallmark Ave Structure 1,4440,695,3.860869565,10,311,33,11600
202 Hallmark Ave Structure 2,2330,365,2.026086957,10,163,18,6100
192 Hallmark Ave Structure 1,2695,422,2.343478261,10,189,23,7000
200 Hallmark Ave Structure 1,5229,818,4.546956522,10,366,36,13600
200 Hallmark Ave Structure 2,1931,302,1.679130435,10,135,14,5000
214 Hallmark Ave Structure 2,3298,516,2.867826087,10,231,25,8600
214 Hallmark Ave Structure 3,2268,355,1.972173913,10,159,16,5900
463 Valermo Dr Structure 1,1800,282,1.565217391,10,126,13,4700
463 Valermo Dr Structure 2,5092,797,4.427826087,10,356,39,13300
464A Valermo Dr Structure 1,5379,842,4.677391304,10,377,40,14000
464B Valermo Dr Structure 1,2297,359,1.997391304,10,161,18,6000
462 Valermo Dr Structure 1,2559,400,2.225217391,10,179,21,6700
691 Brown's Line Structure 1,3844,602,3.342608696,10,269,30,10000
711 Brown's Line Structure 2,5615,879,4.882608696,10,393,42,14600
717 Brown's Line Structure 1,5815,910,5.056521739,9,407,45,13700
717 Brown's Line Structure 2,3196,500,2.779130435,10,224,26,8300
75A Lunness Rd Structure 1,3835,600,3.334782609,10,268,30,10000
234 Sheldon Ave Structure 1,5651,884,4.913913043,10,396,44,14700
235 Sheldon Ave Structure 1,5787,906,5.032173913,9,405,44,13600
235 Sheldon Ave Structure 2,2972,465,2.584347826,10,208,23,7800
